movieid;title;rate;url;is_new;playable;cover
26445216;军舰岛;7.7;https://movie.douban.com/subject/26445216/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2462745948.jpg
26270502;绣春刀II：修罗战场;7.4;https://movie.douban.com/subject/26270502/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2492665487.jpg
26797712;相棒剧场版4;6.7;https://movie.douban.com/subject/26797712/;True;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2403746910.jpg
26791647;如何成为拉丁情人;6.4;https://movie.douban.com/subject/26791647/;True;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2454386981.jpg
6311303;加勒比海盗5：死无对证;7.3;https://movie.douban.com/subject/6311303/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2459723975.jpg
26754513;人生密密缝;8.4;https://movie.douban.com/subject/26754513/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2385400300.jpg
25812712;神偷奶爸3;6.9;https://movie.douban.com/subject/25812712/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2469070974.jpg
26035290;悟空传;5.2;https://movie.douban.com/subject/26035290/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2475060299.jpg
25824686;变形金刚5：最后的骑士;4.8;https://movie.douban.com/subject/25824686/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2462475058.jpg
25857966;鲛珠传;4.4;https://movie.douban.com/subject/25857966/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2493908018.jpg
11600078;目击者之追凶;8.1;https://movie.douban.com/subject/11600078/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2494647817.jpg
26884892;大病;7.8;https://movie.douban.com/subject/26884892/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2457731729.jpg
7154408;猎杀星期一;6.8;https://movie.douban.com/subject/7154408/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2494970558.jpg
26644205;安娜贝尔2：诞生;6.5;https://movie.douban.com/subject/26644205/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2473041989.jpg
26425072;明月几时有;7.1;https://movie.douban.com/subject/26425072/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2479605659.jpg
1578714;神奇女侠;7.1;https://movie.douban.com/subject/1578714/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2460006593.jpg
26788667;名侦探柯南：唐红的恋歌;6.6;https://movie.douban.com/subject/26788667/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2413233083.jpg
25884801;记忆大师;7.2;https://movie.douban.com/subject/25884801/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2455156816.jpg
26898747;父子雄兵;4.8;https://movie.douban.com/subject/26898747/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2492957074.jpg
25937854;银河护卫队2;8.1;https://movie.douban.com/subject/25937854/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2455261804.jpg
26857170;西谎极落之太爆太子太空舱;6.7;https://movie.douban.com/subject/26857170/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2498904492.jpg
26387939;摔跤吧！爸爸;9.1;https://movie.douban.com/subject/26387939/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2457983084.jpg
26385746;荡寇风云;6.1;https://movie.douban.com/subject/26385746/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2459663581.jpg
26694497;酒吧;6.3;https://movie.douban.com/subject/26694497/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2386453929.jpg
26835911;22年后的自白：我是杀人犯;7.5;https://movie.douban.com/subject/26835911/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2447246559.jpg
26266085;三个老枪手;7.6;https://movie.douban.com/subject/26266085/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2493595992.jpg
26748223;失眠;6.0;https://movie.douban.com/subject/26748223/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2497145485.jpg
26951953;小戏骨：放开那三国;8.2;https://movie.douban.com/subject/26951953/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2496390505.jpg
26687241;仓皇一夜;5.5;https://movie.douban.com/subject/26687241/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2456953348.jpg
26857793;原谅他77次;6.6;https://movie.douban.com/subject/26857793/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2464315908.jpg
25903033;我是马布里;6.3;https://movie.douban.com/subject/25903033/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2494729086.jpg
20451290;新木乃伊;4.8;https://movie.douban.com/subject/20451290/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2459198108.jpg
26593587;天才少女;8.1;https://movie.douban.com/subject/26593587/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2394315478.jpg
26766760;与君相恋100次;6.3;https://movie.douban.com/subject/26766760/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2471315752.jpg
26420932;巴霍巴利王(下)：终结;7.1;https://movie.douban.com/subject/26420932/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2452075545.jpg
5920220;死亡笔记;4.0;https://movie.douban.com/subject/5920220/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2473039747.jpg
26260853;速度与激情8;7.1;https://movie.douban.com/subject/26260853/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2444256500.jpg
26803711;阿唐奇遇;7.2;https://movie.douban.com/subject/26803711/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2482761924.jpg
26383898;一锤定音;7.4;https://movie.douban.com/subject/26383898/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2455068697.jpg
26787124;青禾男高;4.0;https://movie.douban.com/subject/26787124/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2460295681.jpg
26788605;P与JK;5.2;https://movie.douban.com/subject/26788605/;True;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2390673514.jpg
26754831;绝世高手;6.2;https://movie.douban.com/subject/26754831/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2462744662.jpg
26640849;黑执事：大西洋之书;8.3;https://movie.douban.com/subject/26640849/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2497235921.jpg
11803087;异形：契约;7.3;https://movie.douban.com/subject/11803087/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2459944375.jpg
25765735;金刚狼3：殊死一战;8.3;https://movie.douban.com/subject/25765735/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2431980130.jpg
25818101;攻壳机动队;6.5;https://movie.douban.com/subject/25818101/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2453176400.jpg
25864124;亚瑟王：斗兽争霸;7.1;https://movie.douban.com/subject/25864124/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2453433569.jpg
27038968;蚯蚓;6.8;https://movie.douban.com/subject/27038968/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2458429082.jpg
26892281;青年警察;7.1;https://movie.douban.com/subject/26892281/;True;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2496271058.jpg
26325320;血战钢锯岭;8.7;https://movie.douban.com/subject/26325320/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2397337958.jpg
25907029;宝贝老板;7.3;https://movie.douban.com/subject/25907029/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2407336615.jpg
26911163;我是杀人犯;7.4;https://movie.douban.com/subject/26911163/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2479035018.jpg
26678509;希望的另一面;7.8;https://movie.douban.com/subject/26678509/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2409401871.jpg
26362764;真实;4.9;https://movie.douban.com/subject/26362764/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2460120818.jpg
25983044;比利·林恩的中场战事;8.4;https://movie.douban.com/subject/25983044/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2391542403.jpg
11526817;刺客信条;5.4;https://movie.douban.com/subject/11526817/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2432597986.jpg
26801782;缉枪;6.4;https://movie.douban.com/subject/26801782/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2461747793.jpg
25815034;湄公河行动;8.0;https://movie.douban.com/subject/25815034/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2380677316.jpg
26688480;逃出绝命镇;7.5;https://movie.douban.com/subject/26688480/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2416438068.jpg
26639958;春娇救志明;7.2;https://movie.douban.com/subject/26639958/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2456056900.jpg
25726614;神奇动物在哪里;7.8;https://movie.douban.com/subject/25726614/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2392444121.jpg
26703158;斯隆女士;8.7;https://movie.douban.com/subject/26703158/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2356912156.jpg
26589957;守护者：世纪战元;3.9;https://movie.douban.com/subject/26589957/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2459069346.jpg
25900945;美女与野兽;7.2;https://movie.douban.com/subject/25900945/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2417948644.jpg
20471852;生化危机：终章;6.6;https://movie.douban.com/subject/20471852/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2429713841.jpg
26717795;健忘村;6.7;https://movie.douban.com/subject/26717795/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2412370372.jpg
27018296;之后;7.5;https://movie.douban.com/subject/27018296/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2465600801.jpg
26615208;隐藏人物;8.6;https://movie.douban.com/subject/26615208/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2408791085.jpg
26816383;喜欢你;6.9;https://movie.douban.com/subject/26816383/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2456180253.jpg
26527937;被掩盖的时间;7.5;https://movie.douban.com/subject/26527937/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2399243487.jpg
6873143;一条狗的使命;7.7;https://movie.douban.com/subject/6873143/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2432493858.jpg
22263645;猜火车2;8.0;https://movie.douban.com/subject/22263645/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2403165796.jpg
26877237;29+1;7.3;https://movie.douban.com/subject/26877237/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2458020487.jpg
26771100;星游记之风暴法米拉;7.5;https://movie.douban.com/subject/26771100/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2492792540.jpg
26635987;浮生梦;6.2;https://movie.douban.com/subject/26635987/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2457596229.jpg
26309788;金刚：骷髅岛;6.6;https://movie.douban.com/subject/26309788/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2436030518.jpg
26662798;京城81号2;3.9;https://movie.douban.com/subject/26662798/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2471580153.jpg
25921812;驴得水;8.3;https://movie.douban.com/subject/25921812/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2393044761.jpg
26606743;嫌疑人X的献身;6.4;https://movie.douban.com/subject/26606743/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2448676053.jpg
26610786;梅根·利维;7.1;https://movie.douban.com/subject/26610786/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2452064448.jpg
26845362;深海逃生;6.4;https://movie.douban.com/subject/26845362/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2457076805.jpg
26600660;分裂;7.2;https://movie.douban.com/subject/26600660/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2412064264.jpg
3837666;海滩游侠;5.6;https://movie.douban.com/subject/3837666/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2461006293.jpg
26879060;情圣;6.1;https://movie.douban.com/subject/26879060/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2409022364.jpg
26340301;被操纵的城市;7.3;https://movie.douban.com/subject/26340301/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2428791183.jpg
26949321;那些爱人;6.9;https://movie.douban.com/subject/26949321/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2410602594.jpg
26748673;拆弹专家;6.4;https://movie.douban.com/subject/26748673/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2465858820.jpg
11611021;在这世界的角落;7.6;https://movie.douban.com/subject/11611021/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2384601603.jpg
24751763;罗曼蒂克消亡史;7.7;https://movie.douban.com/subject/24751763/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2404553168.jpg
26815381;黑夜造访;5.8;https://movie.douban.com/subject/26815381/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2424852564.jpg
7051830;佩小姐的奇幻城堡;7.3;https://movie.douban.com/subject/7051830/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2398173791.jpg
26757945;一天;7.1;https://movie.douban.com/subject/26757945/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2459290922.jpg
26881114;沃伦;8.2;https://movie.douban.com/subject/26881114/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2434368213.jpg
3434070;太空旅客;6.9;https://movie.douban.com/subject/3434070/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2410576676.jpg
3025669;迷失Z城;6.8;https://movie.douban.com/subject/3025669/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2460384566.jpg
1884684;沉默;7.6;https://movie.douban.com/subject/1884684/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2399605505.jpg
5327189;伦敦一家人;8.7;https://movie.douban.com/subject/5327189/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2421801088.jpg
26718838;异星觉醒;6.5;https://movie.douban.com/subject/26718838/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2456571580.jpg
26667056;逆时营救;4.8;https://movie.douban.com/subject/26667056/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2472784892.jpg
6982558;长城;4.9;https://movie.douban.com/subject/6982558/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2394573821.jpg
26365236;玉子;6.6;https://movie.douban.com/subject/26365236/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2458949885.jpg
26182910;功夫瑜伽;5.1;https://movie.douban.com/subject/26182910/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2412371389.jpg
26707472;明日的我与昨日的你约会;7.5;https://movie.douban.com/subject/26707472/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2390682054.jpg
26718282;独自在夜晚的海边;7.1;https://movie.douban.com/subject/26718282/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2434738975.jpg
27064923;星河战队：火星叛国者;5.8;https://movie.douban.com/subject/27064923/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2461966324.jpg
3808583;绑架;5.7;https://movie.douban.com/subject/3808583/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2460612380.jpg
26323031;五十度黑;4.9;https://movie.douban.com/subject/26323031/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2412519473.jpg
26280709;大创业家;7.3;https://movie.douban.com/subject/26280709/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2394070683.jpg
26145033;乐高蝙蝠侠大电影;8.0;https://movie.douban.com/subject/26145033/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2417949761.jpg
26862259;乘风破浪;6.8;https://movie.douban.com/subject/26862259/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2408407697.jpg
26279202;“吃吃”的爱;5.5;https://movie.douban.com/subject/26279202/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2459199108.jpg
26363201;救命解药;6.9;https://movie.douban.com/subject/26363201/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2390769140.jpg
26995137;忠爱无言;7.2;https://movie.douban.com/subject/26995137/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2459193246.jpg
26284593;圆圈;5.1;https://movie.douban.com/subject/26284593/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2447253459.jpg
3230115;极限特工3：终极回归;5.6;https://movie.douban.com/subject/3230115/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2410569976.jpg
26644002;傲娇与偏见;5.1;https://movie.douban.com/subject/26644002/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2455810613.jpg
25793398;海洋奇缘;7.6;https://movie.douban.com/subject/25793398/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2397960879.jpg
25801066;西游伏妖篇;5.6;https://movie.douban.com/subject/25801066/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2411953504.jpg
26839466;哆啦A梦：大雄的南极冰冰凉大冒险;6.6;https://movie.douban.com/subject/26839466/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2459600525.jpg
26747836;喵星人;4.4;https://movie.douban.com/subject/26747836/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2492868791.jpg
26333560;疾速特攻;7.3;https://movie.douban.com/subject/26333560/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2409009651.jpg
26438227;六天;6.3;https://movie.douban.com/subject/26438227/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2367157257.jpg
26761688;生死之墙;6.9;https://movie.douban.com/subject/26761688/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2457155447.jpg
25978126;间谍同盟;7.0;https://movie.douban.com/subject/25978126/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2402069220.jpg
26751930;春&夏事件簿;5.0;https://movie.douban.com/subject/26751930/;True;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2426293645.jpg
26410593;王者;7.4;https://movie.douban.com/subject/26410593/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2413029060.jpg
26421442;滚烫的爱;7.8;https://movie.douban.com/subject/26421442/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2370019558.jpg
25911694;摆渡人;4.0;https://movie.douban.com/subject/25911694/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2390687452.jpg
26389928;二十世纪女人;7.7;https://movie.douban.com/subject/26389928/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2394211986.jpg
24325861;会计刺客;7.3;https://movie.douban.com/subject/24325861/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2355993802.jpg
26646360;一周的朋友;6.4;https://movie.douban.com/subject/26646360/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2369481108.jpg
26964434;肌肤;7.6;https://movie.douban.com/subject/26964434/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2420649961.jpg
26357945;爱国者日;8.1;https://movie.douban.com/subject/26357945/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2365825816.jpg
26289138;李雷和韩梅梅;3.4;https://movie.douban.com/subject/26289138/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2461589633.jpg
26280528;从你的全世界路过;5.3;https://movie.douban.com/subject/26280528/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2382076389.jpg
7065160;内裤队长;5.4;https://movie.douban.com/subject/7065160/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2423846417.jpg
26761636;骨瘦如柴;6.6;https://movie.douban.com/subject/26761636/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2480471586.jpg
26382962;美好的意外;5.5;https://movie.douban.com/subject/26382962/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2461293117.jpg
26676350;我的叔叔;7.0;https://movie.douban.com/subject/26676350/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2365584691.jpg
26685451;流浪猫鲍勃;8.1;https://movie.douban.com/subject/26685451/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2360939756.jpg
26605946;毒。诫;4.8;https://movie.douban.com/subject/26605946/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2457738034.jpg
6854414;歌声不绝;5.6;https://movie.douban.com/subject/6854414/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2430385341.jpg
27090211;死于独特;7.9;https://movie.douban.com/subject/27090211/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2494318116.jpg
26809007;奇迹，那天如此重要;7.5;https://movie.douban.com/subject/26809007/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2397621888.jpg
26169607;潘多拉;7.4;https://movie.douban.com/subject/26169607/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2404938183.jpg
26616690;非凡任务;6.4;https://movie.douban.com/subject/26616690/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2453197648.jpg
24860318;但丁密码;6.2;https://movie.douban.com/subject/24860318/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2388072933.jpg
26382767;了不起的菲丽西;6.5;https://movie.douban.com/subject/26382767/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2416009294.jpg
26946508;恶女;6.1;https://movie.douban.com/subject/26946508/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2455296419.jpg
26666177;杀戮都市：O;7.8;https://movie.douban.com/subject/26666177/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2388010000.jpg
26759783;救僵清道夫;5.3;https://movie.douban.com/subject/26759783/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2416595976.jpg
25881615;超凡战队;4.6;https://movie.douban.com/subject/25881615/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2441013548.jpg
26574949;解冻;6.4;https://movie.douban.com/subject/26574949/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2418474789.jpg
25894431;星球大战外传：侠盗一号;7.3;https://movie.douban.com/subject/25894431/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2403049086.jpg
26611076;溺水小刀;7.2;https://movie.douban.com/subject/26611076/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2390683986.jpg
24522026;动物园长的夫人;6.9;https://movie.douban.com/subject/24522026/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2456027646.jpg
26828019;有完没完;5.4;https://movie.douban.com/subject/26828019/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2450444730.jpg
7065334;金矿;7.7;https://movie.douban.com/subject/7065334/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2377261921.jpg
26602933;绑架者;4.9;https://movie.douban.com/subject/26602933/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2445601403.jpg
26764514;末日重启;4.1;https://movie.douban.com/subject/26764514/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2458689197.jpg
26287783;不期而遇;3.9;https://movie.douban.com/subject/26287783/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2458370286.jpg
26935529;布希维克;5.9;https://movie.douban.com/subject/26935529/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2460346181.jpg
26870765;暗黑女子;6.4;https://movie.douban.com/subject/26870765/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2496283597.jpg
26773938;午睡公主;5.8;https://movie.douban.com/subject/26773938/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2389863411.jpg
26421474;埃贡·席勒：死神和少女;7.6;https://movie.douban.com/subject/26421474/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2399988718.jpg
1298871;海滩的一天;8.3;https://movie.douban.com/subject/1298871/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2491461655.jpg
26658568;28岁未成年;5.7;https://movie.douban.com/subject/26658568/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2402824160.jpg
26611806;贝拉的奇幻花园;7.3;https://movie.douban.com/subject/26611806/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2446464626.jpg
26817018;今天的吉良同学;6.1;https://movie.douban.com/subject/26817018/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2390426887.jpg
26696879;你好，疯子！;6.8;https://movie.douban.com/subject/26696879/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2408394301.jpg
26577541;终极斗士4;6.9;https://movie.douban.com/subject/26577541/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2405730763.jpg
26907450;麻烦家族;4.6;https://movie.douban.com/subject/26907450/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2457986350.jpg
22266320;深海浩劫;7.0;https://movie.douban.com/subject/22266320/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2396092735.jpg
5327217;忽然七日;6.4;https://movie.douban.com/subject/5327217/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2398644395.jpg
19899718;蓝精灵：寻找神秘村;6.3;https://movie.douban.com/subject/19899718/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2443742358.jpg
26304217;糜骨之壤;6.1;https://movie.douban.com/subject/26304217/;True;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2411372286.jpg
26329796;幸运钥匙;7.2;https://movie.douban.com/subject/26329796/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2378731382.jpg
26711487;决战食神;4.7;https://movie.douban.com/subject/26711487/;False;True;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2417948347.jpg
26612600;柏林综合症;5.9;https://movie.douban.com/subject/26612600/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2460533900.jpg
26823828;本能寺酒店;6.2;https://movie.douban.com/subject/26823828/;False;False;https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2395118039.jpg
26956641;小情书;6.2;https://movie.douban.com/subject/26956641/;False;True;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2458061295.jpg
26413089;火车上的女孩;6.4;https://movie.douban.com/subject/26413089/;False;False;https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2368131430.jpg
